ADDRESS_X,LATITUDE_X,LONGITUDE_X,AGE,COMMUNITY_COUNCIL_NEIGHBORHOOD,CPD_NEIGHBORHOOD,CRASHDATE,CRASHLOCATION,CRASHSEVERITY,CRASHSEVERITYID,DATECRASHREPORTED,DAYOFWEEK,GENDER,INJURIES,INSTANCEID,LIGHTCONDITIONSPRIMARY,LOCALREPORTNO,MANNEROFCRASH,ROADCONDITIONSPRIMARY,ROADCONTOUR,ROADSURFACE,SNA_NEIGHBORHOOD,TYPEOFPERSON,WEATHER,ZIP
15XX CHASE AV,39.162524,-84.539853,31-40,NORTHSIDE,NORTHSIDE,08/16/2018 07:03:56 AM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/16/2018 07:07:57 AM +0000,THU,M - MALE,1 - NO INJURY / NONE REPORTED,451C8881-E7C3-47E9-AB7C-6C724B0E95D1,1 - DAYLIGHT,185011393,5 - BACKING,02 - WET,1 - STRAIGHT LEVEL,1 - CONCRETE,NORTHSIDE,D - DRIVER,4 - RAIN,45223
2XX 69TH ST,39.103079,-84.511496,31-40,DOWNTOWN,C. B. D. / RIVERFRONT,08/11/2018 04:50:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/11/2018 04:50:00 PM +0000,SAT,M - MALE,1 - NO INJURY / NONE REPORTED,D4879E91-7A3E-4506-B3C1-A681938EB5B7,1 - DAYLIGHT,185011185,5 - BACKING,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",DOWNTOWN,D - DRIVER,1 - CLEAR,45216
31XX GLENHILLS WY,39.128524,84.603864,18-25,N/A,N/A,08/09/2018 08:35:00 AM +0000,03 - T-INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/09/2018 08:38:00 AM +0000,THU,F - FEMALE,1 - NO INJURY / NONE REPORTED,C4BC5C6C-4CA9-453B-903C-B810E22087D9,1 - DAYLIGHT,185011054,2 - REAR-END,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,1 - CLEAR,45238
48XX PADDOCK RD,39.172916,-84.477861,UNDER 18,PADDOCK HILLS,BONDHILL,08/27/2018 03:00:00 PM +0000,02 - FOUR-WAY INTERSECTION,2 - INJURY,2,08/27/2018 03:05:00 PM +0000,MON,M - MALE,3 - NON-INCAPACITATING,595DFABA-1A36-42F3-9EC6-EA5517F921BF,1 - DAYLIGHT,185011966,6 - ANGLE,01 - DRY,1 - STRAIGHT LEVEL,1 - CONCRETE,BOND HILL,O - OCCUPANT,1 - CLEAR,45237
3XX RACE ST,39.098169,84.514267,26-30,N/A,N/A,08/27/2018 08:06:00 PM +0000,02 - FOUR-WAY INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/27/2018 08:06:00 PM +0000,MON,M - MALE,1 - NO INJURY / NONE REPORTED,FE4E4832-9463-48AD-8418-33C395988B0E,3 - DUSK,185011981,6 - ANGLE,01 - DRY,2 - STRAIGHT GRADE,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,1 - CLEAR,45202
69XX READING RD,39.184141,-84.464633,18-25,BOND HILL,BONDHILL,08/08/2018 10:14:00 PM +0000,03 - T-INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/08/2018 10:30:00 PM +0000,WED,F - FEMALE,1 - NO INJURY / NONE REPORTED,61211F90-5CF9-403B-9642-180CFBB2129C,4 - DARK - LIGHTED ROADWAY,185011045,"7 - SIDESWIPE, SAME DIRECTION",02 - WET,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",BOND HILL,D - DRIVER,4 - RAIN,45237
24XX VINE ST,39.126503,-84.51341,41-50,CUF,FAIRVIEW,08/10/2018 04:16:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/10/2018 04:19:00 PM +0000,FRI,M - MALE,1 - NO INJURY / NONE REPORTED,E102724A-205E-4206-8220-A8B8EE87E2B9,1 - DAYLIGHT,185011118,2 - REAR-END,01 - DRY,2 - STRAIGHT GRADE,"2 - BLACKTOP, BITUMINOUS, ASPHALT",CUF,D - DRIVER,1 - CLEAR,45219
S I75 AT 0-9 MM,39.104099,84.525848,UNDER 18,N/A,N/A,08/10/2018 04:48:00 PM +0000,01 - NOT AN INTERSECTION,2 - INJURY,2,08/10/2018 04:50:00 PM +0000,FRI,F - FEMALE,2 - POSSIBLE,A0870A8C-601D-437A-BE2A-9C18391A5291,1 - DAYLIGHT,185011117,2 - REAR-END,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,O - OCCUPANT,2 - CLOUDY,45202
66XX KENNEDY AV,39.188425,84.414258,18-25,N/A,N/A,08/20/2018 03:25:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/20/2018 03:27:00 PM +0000,MON,F - FEMALE,1 - NO INJURY / NONE REPORTED,EC55C690-EA43-48F2-B136-A46748482D5C,1 - DAYLIGHT,185011633,6 - ANGLE,02 - WET,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,4 - RAIN,45213
XX W MITCHELL AV,39.161336,84.506854,31-40,N/A,N/A,08/03/2018 07:51:00 AM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/03/2018 06:30:00 PM +0000,FRI,M - MALE,1 - NO INJURY / NONE REPORTED,D5D6C67B-ACB6-494E-9E6F-7A319A2FA3C9,1 - DAYLIGHT,185010783,2 - REAR-END,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,1 - CLEAR,45217
48XX SPRING GROVE AV,39.169245,-84.510435,18-25,SPRING GROVE VILLAGE,SPRING GROVE VILLAGE,08/07/2018 06:29:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/07/2018 06:29:00 PM +0000,TUE,F - FEMALE,1 - NO INJURY / NONE REPORTED,583AE64D-20D6-4294-972F-7184B6FD2ED4,1 - DAYLIGHT,185010980,6 - ANGLE,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",SPRING GROVE VILLAGE,D - DRIVER,2 - CLOUDY,45232
1XX E MARTIN LUTHER KING DR,39.136218,-84.505633,18-25,CORRYVILLE,CORRYVILLE,08/02/2018 12:35:00 AM +0000,02 - FOUR-WAY INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/02/2018 12:39:00 AM +0000,THU,M - MALE,1 - NO INJURY / NONE REPORTED,2B489788-5D7B-4587-A617-EDD3036E7A68,4 - DARK - LIGHTED ROADWAY,185010687,6 - ANGLE,01 - DRY,2 - STRAIGHT GRADE,"2 - BLACKTOP, BITUMINOUS, ASPHALT",CORRYVILLE,O - OCCUPANT,1 - CLEAR,45219
11XX VINE ST,39.106468,84.515011,51-60,N/A,N/A,08/11/2018 10:46:00 AM +0000,02 - FOUR-WAY INTERSECTION,2 - INJURY,2,08/11/2018 10:46:00 AM +0000,SAT,M - MALE,1 - NO INJURY / NONE REPORTED,78FB245F-FBB1-4225-8F8D-73A2E8C466A7,1 - DAYLIGHT,185011167,2 - REAR-END,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,1 - CLEAR,45202
21XX MONTANA AV,39.159579,-84.565601,OVER 70,NORTHSIDE,NORTHSIDE,08/18/2018 10:15:00 PM +0000,01 - NOT AN INTERSECTION,2 - INJURY,2,08/18/2018 10:20:00 PM +0000,SAT,F - FEMALE,1 - NO INJURY / NONE REPORTED,019104CC-2B68-471E-8CB4-F6435D13F095,4 - DARK - LIGHTED ROADWAY,185011568,2 - REAR-END,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",VILLAGES AT ROLL HILL,D - DRIVER,1 - CLEAR,45211
60XX SUNRIDGE DR,39.199773,-84.528938,41-50,COLLEGE HILL,COLLEGE  HILL,08/04/2018 05:00:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/05/2018 07:00:00 PM +0000,SAT,F - FEMALE,1 - NO INJURY / NONE REPORTED,8E55FA40-9EC9-4139-B0F9-678D7FD25920,1 - DAYLIGHT,185010860,5 - BACKING,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",COLLEGE HILL,D - DRIVER,1 - CLEAR,45224
27XX HARRISON AV,39.141141,-84.589058,26-30,WESTWOOD,WESTWOOD,08/14/2018 08:32:00 PM +0000,01 - NOT AN INTERSECTION,2 - INJURY,2,08/14/2018 08:32:00 PM +0000,TUE,F - FEMALE,3 - NON-INCAPACITATING,66A9B713-FA68-40D5-AAEC-7C157F8FCDA2,3 - DUSK,185011321,2 - REAR-END,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",WESTWOOD,D - DRIVER,1 - CLEAR,45211
13XX WESTERN AVE,39.122629,84.531461,31-40,N/A,N/A,08/25/2018 02:50:10 PM +0000,03 - T-INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/25/2018 02:55:19 PM +0000,SAT,M - MALE,1 - NO INJURY / NONE REPORTED,D6E424C1-C407-4D96-B0A2-A65B9149E0F4,1 - DAYLIGHT,185011881,"7 - SIDESWIPE, SAME DIRECTION",02 - WET,1 - STRAIGHT LEVEL,1 - CONCRETE,N/A,D - DRIVER,1 - CLEAR,45203
26XX HIGHLAND AV,39.128764,84.502861,18-25,N/A,N/A,08/24/2018 01:35:00 PM +0000,02 - FOUR-WAY INTERSECTION,2 - INJURY,2,08/24/2018 01:37:00 PM +0000,FRI,F - FEMALE,2 - POSSIBLE,DFE643A1-B8B8-4B29-A242-837A2DD014F6,1 - DAYLIGHT,185011840,6 - ANGLE,01 - DRY,2 - STRAIGHT GRADE,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,2 - CLOUDY,45219
11XX HOMESIDE AV,39.199923,-84.536581,18-25,COLLEGE HILL,COLLEGE  HILL,08/23/2018 06:30:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/23/2018 08:37:36 PM +0000,THU,F - FEMALE,1 - NO INJURY / NONE REPORTED,46E32EE5-22B5-429E-8573-04969913C8AD,1 - DAYLIGHT,185011805,"7 - SIDESWIPE, SAME DIRECTION",01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",COLLEGE HILL,D - DRIVER,1 - CLEAR,45224
SB I75 AT 1-6,39.113456,-84.532198,41-50,WEST END,WEST  END,08/07/2018 07:20:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/07/2018 07:21:00 PM +0000,TUE,M - MALE,1 - NO INJURY / NONE REPORTED,3ECECDF6-75F2-45FE-9233-B17DF8B710E5,1 - DAYLIGHT,185010979,"7 - SIDESWIPE, SAME DIRECTION",01 - DRY,4 - CURVE GRADE,"2 - BLACKTOP, BITUMINOUS, ASPHALT",QUEENSGATE,O - OCCUPANT,2 - CLOUDY,45214
28XX BOUDINOT AV,39.13619,-84.603693,UNKNOWN,WESTWOOD,WESTWOOD,08/25/2018 02:50:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/25/2018 02:55:00 PM +0000,SAT,,1 - NO INJURY / NONE REPORTED,01C34229-1943-4352-9DCB-BD63753A6AC5,1 - DAYLIGHT,185011890,4 - REAR-TO-REAR,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",WESTWOOD,D - DRIVER,1 - CLEAR,45238
27XX SEEGAR AV,39.130335,-84.554642,61-70,SOUTH FAIRMOUNT,NORTH FAIRMOUNT,08/14/2018 05:45:00 PM +0000,03 - T-INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/14/2018 05:51:00 PM +0000,TUE,M - MALE,1 - NO INJURY / NONE REPORTED,86B4D2A8-9867-49EF-A492-4203872281FE,1 - DAYLIGHT,185011311,"7 - SIDESWIPE, SAME DIRECTION",01 - DRY,2 - STRAIGHT GRADE,"2 - BLACKTOP, BITUMINOUS, ASPHALT",NORTH FAIRMOUNT,D - DRIVER,1 - CLEAR,45225
18XX HIGHLAND AV,39.115226,-84.503815,18-25,MOUNT AUBURN,MOUNT  AUBURN,08/19/2018 04:20:00 AM +0000,03 - T-INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/19/2018 04:23:00 AM +0000,SUN,F - FEMALE,1 - NO INJURY / NONE REPORTED,29210E8F-61DE-4E50-A29E-B2BB376D52DD,4 - DARK - LIGHTED ROADWAY,185011578,6 - ANGLE,01 - DRY,2 - STRAIGHT GRADE,1 - CONCRETE,MT. AUBURN,D - DRIVER,1 - CLEAR,45202
74XX VINE ST,39.198975,-84.475759,41-50,CARTHAGE,CARTHAGE,08/07/2018 02:45:00 PM +0000,02 - FOUR-WAY INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/07/2018 02:49:00 PM +0000,TUE,M - MALE,1 - NO INJURY / NONE REPORTED,7866B8E6-C8FB-4C6E-B21A-0BC2653C6E45,1 - DAYLIGHT,185010954,"7 - SIDESWIPE, SAME DIRECTION",01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",CARTHAGE,D - DRIVER,1 - CLEAR,45216
4XX E MARTIN LUTHER KING DR,39.135508,-84.499757,UNKNOWN,AVONDALE,AVONDALE,08/16/2018 02:24:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/16/2018 02:24:00 PM +0000,THU,,1 - NO INJURY / NONE REPORTED,4DF94AFE-CA14-4E06-B1B4-D823E4419CB4,1 - DAYLIGHT,185011428,2 - REAR-END,02 - WET,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",AVONDALE,D - DRIVER,1 - CLEAR,45219
57XX MADISON RD,39.161094,84.395435,31-40,N/A,N/A,08/12/2018 12:50:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/12/2018 12:53:00 PM +0000,SUN,M - MALE,1 - NO INJURY / NONE REPORTED,B493A561-DE6C-4277-B132-8BAB620B9393,1 - DAYLIGHT,185011208,"7 - SIDESWIPE, SAME DIRECTION",01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,1 - CLEAR,45227
16XX QUEEN CITY,39.125398,84.548869,31-40,N/A,N/A,08/26/2018 02:35:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/26/2018 02:40:00 PM +0000,SUN,M - MALE,1 - NO INJURY / NONE REPORTED,04168F95-6113-42FA-9A47-8B9815D469CF,1 - DAYLIGHT,185011929,"7 - SIDESWIPE, SAME DIRECTION",01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,1 - CLEAR,45214
1XX W MITCHELL AV,39.162492,-84.507747,31-40,NORTH AVONDALE,CLIFTON,08/23/2018 01:50:00 PM +0000,03 - T-INTERSECTION,2 - INJURY,2,08/23/2018 03:55:00 PM +0000,THU,M - MALE,1 - NO INJURY / NONE REPORTED,307F72CF-29D9-4814-9750-B22A111866B8,1 - DAYLIGHT,185011787,6 - ANGLE,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",CLIFTON,D - DRIVER,1 - CLEAR,45217
7XX VINE ST,39.10376,-84.513892,61-70,DOWNTOWN,C. B. D. / RIVERFRONT,08/09/2018 05:20:00 PM +0000,02 - FOUR-WAY INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/09/2018 07:44:00 PM +0000,THU,M - MALE,1 - NO INJURY / NONE REPORTED,F09D9C47-D8E9-4EB3-AECE-C15BF8B8B807,1 - DAYLIGHT,185011074,"7 - SIDESWIPE, SAME DIRECTION",01 - DRY,1 - STRAIGHT LEVEL,1 - CONCRETE,DOWNTOWN,D - DRIVER,1 - CLEAR,45202
38XX WILLIAM P DOOLEY BY,39.156621,84.539726,41-50,N/A,N/A,08/14/2018 05:08:49 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/14/2018 05:12:59 PM +0000,TUE,M - MALE,1 - NO INJURY / NONE REPORTED,06230AEF-38A5-4578-9E54-6E76D93C7B06,1 - DAYLIGHT,185011314,2 - REAR-END,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,1 - CLEAR,45223
18XX E. SEYMOUR AV,39.189686,84.463151,18-25,N/A,N/A,08/07/2018 02:48:00 PM +0000,02 - FOUR-WAY INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/07/2018 02:49:00 PM +0000,TUE,F - FEMALE,1 - NO INJURY / NONE REPORTED,503E545A-7C57-4EAA-994E-2C8CA8BE37C8,1 - DAYLIGHT,185010957,6 - ANGLE,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,2 - CLOUDY,45237
15XX HARRISON AV,39.124255,84.547043,51-60,N/A,N/A,08/08/2018 03:42:00 PM +0000,01 - NOT AN INTERSECTION,2 - INJURY,2,08/08/2018 03:42:00 PM +0000,WED,M - MALE,2 - POSSIBLE,F3E4024C-184E-4B10-A077-6F9370E09152,1 - DAYLIGHT,185011018,2 - REAR-END,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,1 - CLEAR,45214
66XX DALY RD,39.208791,84.530971,UNKNOWN,N/A,N/A,08/15/2018 05:30:00 AM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/15/2018 05:30:00 AM +0000,WED,,1 - NO INJURY / NONE REPORTED,E3CB7DED-8C55-45DE-A314-7E2C114D24A5,4 - DARK - LIGHTED ROADWAY,185011329,1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT,01 - DRY,2 - STRAIGHT GRADE,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,1 - CLEAR,45224
N I71 AT 2-7 MM,39.120015,84.497705,41-50,N/A,N/A,08/12/2018 01:23:00 PM +0000,08 - OFF RAMP,3 - PROPERTY DAMAGE ONLY (PDO),3,08/12/2018 01:24:00 PM +0000,SUN,F - FEMALE,1 - NO INJURY / NONE REPORTED,4DDAF10F-D25B-405D-AD2D-A289AEB1CFE3,1 - DAYLIGHT,185011212,"7 - SIDESWIPE, SAME DIRECTION",01 - DRY,4 - CURVE GRADE,1 - CONCRETE,N/A,D - DRIVER,1 - CLEAR,45206
8XX CLARK ST,39.107475,84.530241,UNKNOWN,N/A,N/A,08/25/2018 10:00:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/25/2018 10:29:00 PM +0000,SAT,,1 - NO INJURY / NONE REPORTED,531F8F3F-F5D5-4DFA-9A5D-8C010C35FB85,9 - UNKNOWN,185011913,9 - UNKNOWN,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,1 - CLEAR,45203
17XX MAIN ST,39.114763,84.512341,UNDER 18,N/A,N/A,08/17/2018 09:06:00 AM +0000,04 - Y-INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/17/2018 10:07:39 AM +0000,FRI,M - MALE,1 - NO INJURY / NONE REPORTED,4A5CFA01-3BA2-4CFD-BC4B-27985B35B7D7,1 - DAYLIGHT,185011477,1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT,01 - DRY,4 - CURVE GRADE,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,O - OCCUPANT,2 - CLOUDY,45202
N I75 AT 2-9 MM,39.123593,-84.534373,51-60,WEST END,WEST  END,08/08/2018 05:30:00 AM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/09/2018 06:00:00 AM +0000,WED,M - MALE,1 - NO INJURY / NONE REPORTED,5A99BB2F-9980-4E6A-AA5C-F263B1DB3C34,4 - DARK - LIGHTED ROADWAY,185011081,"7 - SIDESWIPE, SAME DIRECTION",02 - WET,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",WEST END,D - DRIVER,4 - RAIN,45214
21XX HARRISON AV,39.133558,84.569086,41-50,N/A,N/A,08/12/2018 03:20:00 AM +0000,03 - T-INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/12/2018 03:23:00 AM +0000,SUN,M - MALE,1 - NO INJURY / NONE REPORTED,6280D11F-56D3-4B8C-AC6A-34D7111F25B3,4 - DARK - LIGHTED ROADWAY,185011202,6 - ANGLE,01 - DRY,2 - STRAIGHT GRADE,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,1 - CLEAR,45214
N I75 AT 6-0 MM,39.163167,-84.509594,51-60,CLIFTON,CLIFTON,08/02/2018 05:23:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/02/2018 05:27:00 PM +0000,THU,F - FEMALE,1 - NO INJURY / NONE REPORTED,2BE9CA4F-03F5-497B-863D-3B34147760D2,1 - DAYLIGHT,185010714,"7 - SIDESWIPE, SAME DIRECTION",01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",CLIFTON,D - DRIVER,2 - CLOUDY,45223
2XX MCMILLAN ST,0.00027,0.00058,26-30,N/A,N/A,08/28/2018 07:50:00 PM +0000,02 - FOUR-WAY INTERSECTION,2 - INJURY,2,08/28/2018 07:53:00 PM +0000,TUE,M - MALE,1 - NO INJURY / NONE REPORTED,D4CC6E69-0A80-4885-B6F4-ADC94E07826F,1 - DAYLIGHT,185012037,6 - ANGLE,01 - DRY,1 - STRAIGHT LEVEL,1 - CONCRETE,N/A,D - DRIVER,1 - CLEAR,45219
4XX DORCHESTER AV,39.118826,84.501811,31-40,N/A,N/A,08/27/2018 09:01:00 PM +0000,02 - FOUR-WAY INTERSECTION,2 - INJURY,2,08/27/2018 09:01:00 PM +0000,MON,F - FEMALE,3 - NON-INCAPACITATING,75F0537F-1C26-4293-B7FB-78B04864B122,4 - DARK - LIGHTED ROADWAY,185011982,6 - ANGLE,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,O - OCCUPANT,1 - CLEAR,45219
S I71 AT 1-1 MM,39.103798,-84.511311,18-25,DOWNTOWN,C. B. D. / RIVERFRONT,08/08/2018 04:55:00 AM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/08/2018 04:55:00 AM +0000,WED,F - FEMALE,1 - NO INJURY / NONE REPORTED,32D04CE2-5613-4D42-80D7-32683A88DC37,4 - DARK - LIGHTED ROADWAY,185010989,1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT,02 - WET,3 - CURVE LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",DOWNTOWN,D - DRIVER,4 - RAIN,45202
N I75 AT 10.7,39.207961,84.462945,61-70,N/A,N/A,08/14/2018 09:45:27 AM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/14/2018 09:55:38 AM +0000,TUE,M - MALE,1 - NO INJURY / NONE REPORTED,A327441C-70AE-4626-8AD6-BC2810E76478,1 - DAYLIGHT,185011286,"7 - SIDESWIPE, SAME DIRECTION",01 - DRY,1 - STRAIGHT LEVEL,1 - CONCRETE,N/A,D - DRIVER,1 - CLEAR,45216
49XX HAMILTON AV,39.181661,-84.544265,26-30,COLLEGE HILL,COLLEGE  HILL,08/15/2018 04:33:08 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/15/2018 04:55:33 PM +0000,WED,F - FEMALE,1 - NO INJURY / NONE REPORTED,7321F2E9-13EB-42AA-8AAE-4CC87A1949EE,1 - DAYLIGHT,185011361,6 - ANGLE,02 - WET,4 - CURVE GRADE,"2 - BLACKTOP, BITUMINOUS, ASPHALT",COLLEGE HILL,D - DRIVER,4 - RAIN,45224
48XX GLENWAY AV,39.118347,84.597301,61-70,N/A,N/A,08/07/2018 03:15:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/07/2018 03:21:00 PM +0000,TUE,F - FEMALE,1 - NO INJURY / NONE REPORTED,6235B30B-A971-4589-85F5-E3033F9B08EE,1 - DAYLIGHT,185010961,"7 - SIDESWIPE, SAME DIRECTION",02 - WET,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,4 - RAIN,45238
33XX CLIFTON AV,39.140728,-84.518961,51-60,CLIFTON,CLIFTON,08/23/2018 11:26:00 AM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/23/2018 11:35:00 AM +0000,THU,F - FEMALE,1 - NO INJURY / NONE REPORTED,347205A5-9512-4FBC-A508-A2038AFE7ADB,1 - DAYLIGHT,185011777,6 - ANGLE,01 - DRY,2 - STRAIGHT GRADE,"2 - BLACKTOP, BITUMINOUS, ASPHALT",CLIFTON,D - DRIVER,1 - CLEAR,45220
23XX GEST ST,39.107768,84.553585,18-25,N/A,N/A,08/12/2018 04:52:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/12/2018 04:53:00 PM +0000,SUN,F - FEMALE,1 - NO INJURY / NONE REPORTED,E3493186-D9A9-4EB9-BD22-D691AAB2DEB9,1 - DAYLIGHT,185011225,6 - ANGLE,01 - DRY,2 - STRAIGHT GRADE,1 - CONCRETE,N/A,D - DRIVER,1 - CLEAR,45204
40XX 8TH ST,39.108022,84.592658,UNDER 18,N/A,N/A,08/24/2018 02:40:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/24/2018 02:46:00 PM +0000,FRI,M - MALE,1 - NO INJURY / NONE REPORTED,A65A350A-C69A-4504-89BB-BA148375C8DB,1 - DAYLIGHT,185011854,2 - REAR-END,01 - DRY,2 - STRAIGHT GRADE,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,1 - CLEAR,45205
48XX READING RD,39.175093,-84.466112,18-25,BOND HILL,BONDHILL,08/18/2018 10:48:00 AM +0000,10 - DRIVEWAY/ALLEY ACCESS,3 - PROPERTY DAMAGE ONLY (PDO),3,08/18/2018 10:48:00 AM +0000,SAT,F - FEMALE,1 - NO INJURY / NONE REPORTED,14FD54B3-D477-4FBE-A3C6-BB2E467D3015,1 - DAYLIGHT,185011545,2 - REAR-END,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",BOND HILL,O - OCCUPANT,1 - CLEAR,45237
